,m.res.1x2,m.res.bts,m.ss.ch.nm,m.ss.yi,m.ta,m.th,m.odds.f.1x2.f.c,m.odds.f.1x2.f.v.avg,m.odds.f.1x2.m.c,m.odds.f.1x2.m.v.avg,m.odds.f.1x2.u.c,m.odds.f.1x2.u.v.avg,m.odds.f.bts.f.c,m.odds.f.bts.f.v.avg,m.odds.f.bts.u.c,m.odds.f.bts.u.v.avg,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med
9267,a,n,Brazil A,2013,Gremio,Sao Paulo,h,1.9379,d,3.265,a,3.8196,n,1.6885,y,2.0277,0.4758,0.2807,0.2419
9268,a,y,Brazil A,2013,Fluminense,Goias,h,2.5154,a,2.7762,d,3.0725,n,1.7115,y,1.9938,0.3683,0.299,0.3342
9269,h,n,Brazil A,2013,Coritiba,Nautico,a,2.2642,h,3.0237,d,3.2071,n,1.8392,y,1.8431,0.305,0.2873,0.4094
9270,d,y,Brazil A,2013,Atletico-MG,Criciuma,a,2.1454,h,3.2133,d,3.2604,y,1.7477,n,1.9562,0.2884,0.2835,0.4313
9271,d,y,Brazil A,2013,Nautico,Santos,h,1.3088,d,4.7396,a,8.6729,n,1.6392,y,2.1,0.6993,0.1924,0.1047
9272,h,y,Brazil A,2013,Vasco,Atletico-MG,h,1.5613,d,3.7183,a,5.7352,n,1.8231,y,1.8638,0.5937,0.2467,0.1595
9273,h,n,Brazil A,2013,Ponte Preta,Atletico-PR,h,1.4991,d,3.8735,a,6.2526,n,1.7815,y,1.9131,0.6088,0.2374,0.1506
9274,a,y,Brazil A,2013,Bahia,Botafogo RJ,h,1.4852,d,3.9635,a,6.3609,n,1.7646,y,1.9269,0.6199,0.2347,0.1476
9275,d,n,Brazil A,2013,Cruzeiro,Corinthians,a,2.5069999999999997,h,2.7343,d,3.1196,n,1.7862,y,1.8923,0.3348,0.2963,0.3683
9276,h,n,Brazil A,2013,Sao Paulo,Goias,a,2.5948,h,2.6874,d,3.0548,n,1.73,y,1.9685,0.3399,0.3023,0.3543
9277,a,n,Brazil A,2013,Portuguesa,Internacional,h,1.5339,d,3.7365,a,6.1465,y,1.84,n,1.8423,0.5978,0.2462,0.153
9278,d,n,Brazil A,2013,Flamengo RJ,Nautico,a,2.0322,d,3.2439,h,3.5143,n,1.7538,y,1.9377,0.2594,0.2835,0.4527
9279,h,y,Brazil A,2013,Criciuma,Santos,h,1.6091,d,3.6148,a,5.3417,y,1.84,n,1.84,0.5721,0.2553,0.1716
9280,d,n,Brazil A,2013,Gremio,Vitoria,a,2.6283,h,2.6465,d,3.0796,n,1.7677,y,1.9192,0.3501,0.299,0.3428
9281,d,y,Brazil A,2013,Coritiba,Fluminense,h,1.6183,d,3.61,a,5.2983,n,1.7592,y,1.9323,0.5733,0.2541,0.1742
9282,h,n,Brazil A,2013,Internacional,Bahia,a,2.6021,h,2.6533,d,3.0962,n,1.7915,y,1.8892,0.34600000000000003,0.2981,0.3531
9283,a,y,Brazil A,2013,Atletico-PR,Flamengo RJ,h,2.2121,a,3.1396,d,3.2033,n,1.8038,y,1.8738,0.4173,0.2882,0.2966
9284,h,n,Brazil A,2013,Nautico,Portuguesa,h,1.4104,d,4.3042,a,7.0162,y,1.8277,n,1.8569,0.653,0.2147,0.1313
9285,d,y,Brazil A,2013,Goias,Coritiba,h,1.7554,d,3.4717,a,4.4788,n,1.7492,y,1.9415,0.5275,0.2661,0.2055
9286,a,y,Brazil A,2013,Fluminense,Criciuma,a,2.4567,h,2.7392,d,3.2008,y,1.7254,n,1.9738,0.3379,0.2894,0.3762
9287,h,n,Brazil A,2013,Botafogo RJ,Cruzeiro,h,1.6114,d,3.7291,a,5.135,y,1.6738,n,2.04,0.5737,0.2473,0.1787
9288,d,y,Brazil A,2013,Santos,Gremio,h,1.595,d,3.5829,a,5.5592,n,1.6523,y,2.0777,0.5774,0.2561,0.1664
9289,h,n,Brazil A,2013,Corinthians,Ponte Preta,a,1.9259,d,3.2095,h,3.9845,n,1.5892,y,2.19,0.231,0.2863,0.4822
9290,h,n,Brazil A,2013,Atletico-MG,Sao Paulo,h,2.0309,d,3.275,a,3.5191,n,1.8031,y,1.8792,0.4581,0.2814,0.2572
9291,a,y,Brazil A,2013,Vitoria,Vasco,h,1.535,d,3.87,a,5.725,n,1.8423,y,1.8438,0.6007,0.2381,0.1656
9292,a,y,Brazil A,2013,Goias,Corinthians,h,1.5921,d,3.595,a,5.6438,n,1.6092,y,2.15,0.5793,0.2557,0.1618
9293,d,y,Brazil A,2013,Bahia,Coritiba,h,1.7504,d,3.3375,a,4.7333,n,1.6146,y,2.1569,0.5293,0.2766,0.1929
9294,a,n,Brazil A,2013,Internacional,Criciuma,a,2.1362,h,3.1825,d,3.31,y,1.6415,n,2.0938,0.2917,0.2783,0.43200000000000005
9295,h,y,Brazil A,2013,Portuguesa,Fluminense,h,1.7292,d,3.4938,a,4.5596,y,1.7662,n,1.9246,0.5345,0.263,0.2029
9296,a,n,Brazil A,2013,Atletico-MG,Gremio,h,1.9467,d,3.2575,a,3.8108,n,1.7531,y,1.9377,0.4788,0.2833,0.2409
9297,d,y,Brazil A,2013,Flamengo RJ,Ponte Preta,a,2.6187,h,2.6362,d,3.0958,n,1.7777,y,1.9146,0.3516,0.2983,0.3488
9298,a,y,Brazil A,2013,Botafogo RJ,Santos,a,2.5567,h,2.6438,d,3.1883,y,1.7808,n,1.9054,0.3474,0.2892,0.3614
9299,a,n,Brazil A,2013,Sao Paulo,Vasco,h,2.4604,a,2.7371,d,3.2087,y,1.7023,n,2.0092,0.377,0.2872,0.337
9300,h,y,Brazil A,2013,Nautico,Vitoria,h,1.6067,d,3.6467,a,5.35,n,1.7977,y,1.8792,0.5715,0.2518,0.1762
9301,h,n,Brazil A,2013,Atletico-PR,Cruzeiro,h,1.5104,d,3.9621,a,5.8733,y,1.7154,n,1.9877,0.6115,0.2308,0.1568
9302,h,n,Brazil A,2013,Coritiba,Atletico-MG,h,1.5409,d,3.8874,a,5.6696,n,1.775,y,1.9075,0.6006,0.2376,0.1652
9303,h,y,Brazil A,2013,Santos,Flamengo RJ,h,1.9139,d,3.3378,a,3.833,n,1.7533,y,1.95,0.4849,0.2764,0.2395
9304,d,y,Brazil A,2013,Vitoria,Internacional,h,1.3287,d,4.6326,a,8.73,n,1.7167,y,1.9892,0.6947,0.1966,0.1038
9305,h,n,Brazil A,2013,Ponte Preta,Sao Paulo,h,1.4148,d,4.2461,a,7.1061,n,1.7167,y,1.9858,0.6562,0.2153,0.1302
9306,d,y,Brazil A,2013,Fluminense,Atletico-PR,h,1.8974,d,3.3765,a,3.843,y,1.78,n,1.91,0.4841,0.2728,0.2439
9307,d,y,Brazil A,2013,Criciuma,Bahia,h,1.7726,d,3.5143,a,4.29,n,1.7658,y,1.9217,0.5204,0.2627,0.2141
9308,h,n,Brazil A,2013,Corinthians,Botafogo RJ,h,2.041,d,3.2095,a,3.551,n,1.7408,y,1.9583,0.4531,0.2876,0.2613
9309,a,y,Brazil A,2013,Cruzeiro,Goias,a,1.9683,d,3.3787,h,3.5878,y,1.735,n,1.9633,0.2544,0.2734,0.4706
9310,a,n,Brazil A,2013,Gremio,Nautico,a,1.8195,d,3.4957,h,4.0876,n,1.8017,y,1.87,0.2265,0.2637,0.5107
9311,h,n,Brazil A,2013,Vasco,Portuguesa,h,2.2062,a,3.0652,d,3.2938,y,1.6467,n,2.0975,0.4243,0.2805,0.2957
9312,a,y,Brazil A,2013,Santos,Internacional,h,1.5174,d,3.8165,a,6.1883,n,1.7655,y,1.92,0.6107,0.2428,0.1478
9313,d,n,Brazil A,2013,Nautico,Corinthians,h,1.2935,d,4.7591,a,10.2696,n,1.4442,y,2.54,0.7165,0.1932,0.0909
9314,h,n,Brazil A,2013,Sao Paulo,Coritiba,a,2.4343,h,2.8639,d,3.1052,n,1.7958,y,1.8892,0.322,0.2983,0.3822
9315,a,y,Brazil A,2013,Botafogo RJ,Criciuma,h,2.4261,a,2.7204,d,3.2991,y,1.5708,n,2.2233,0.3814,0.2802,0.3378
9316,h,n,Brazil A,2013,Flamengo RJ,Cruzeiro,h,1.4391,d,4.0757,a,7.0287,n,1.81,y,1.8683,0.6395,0.2257,0.1305
9317,h,y,Brazil A,2013,Portuguesa,Gremio,h,1.5443,d,3.7296,a,6.0161,n,1.7408,y,1.9592,0.5978,0.2486,0.154
9318,d,n,Brazil A,2013,Atletico-PR,Vasco,h,2.4761,a,2.707,d,3.2313,y,1.5817,n,2.2042,0.3734,0.2855,0.3422
9319,h,n,Brazil A,2013,Bahia,Fluminense,h,1.6483,d,3.523,a,5.1709,n,1.7575,y,1.9375,0.5591,0.2636,0.1814
9320,a,y,Brazil A,2013,Internacional,Ponte Preta,a,2.0552,d,3.2891,h,3.4065,y,1.745,n,1.9517,0.2692,0.2803,0.4496
9321,h,n,Brazil A,2013,Goias,Santos,h,1.9183,d,3.2943,a,3.9435,n,1.835,y,1.8525,0.4874,0.2796,0.2303
9322,d,y,Brazil A,2013,Atletico-MG,Vitoria,a,2.2687,h,3.0004,d,3.237,y,1.7467,n,1.9358,0.3043,0.2849,0.4117
9323,h,y,Brazil A,2013,Coritiba,Botafogo RJ,h,1.6787,d,3.5939,a,4.7883,y,1.8025,n,1.8867,0.5556,0.2585,0.1924
9324,a,n,Brazil A,2013,Vasco,Nautico,a,2.5135,h,2.6391,d,3.2443,y,1.695,n,2.0183,0.3493,0.2848,0.3654
9325,a,y,Brazil A,2013,Criciuma,Sao Paulo,h,1.4309,d,4.1743,a,6.9726,n,1.7692,y,1.9192,0.6414,0.2225,0.132
9326,d,y,Brazil A,2013,Fluminense,Atletico-MG,h,1.8462,d,3.4033,a,4.0543,y,1.8208,n,1.86,0.505,0.2706,0.2273
9327,h,y,Brazil A,2013,Santos,Atletico-PR,h,1.7091,d,3.577,a,4.5765,y,1.8067,n,1.8742,0.541,0.2591,0.204
9328,a,y,Brazil A,2013,Cruzeiro,Bahia,a,1.9014,d,3.3376,h,3.9095,y,1.7733,n,1.9317,0.2351,0.2774,0.4855
9329,h,y,Brazil A,2013,Vitoria,Flamengo RJ,h,1.517,d,3.8878,a,6.0339,n,1.735,y,1.9617,0.6132,0.2376,0.1526
9330,h,n,Brazil A,2013,Corinthians,Internacional,h,2.1252,d,3.1624,a,3.4095,n,1.7483,y,1.9408,0.4412,0.2941,0.2716
9331,h,y,Brazil A,2013,Ponte Preta,Portuguesa,h,1.8441,d,3.4559,a,3.9977,y,1.7782,n,1.9091,0.4977,0.2663,0.2337
9332,h,n,Brazil A,2013,Gremio,Goias,a,2.5935,h,2.6617,d,3.083,n,1.7445,y,1.9536,0.3413,0.2973,0.3569
9333,a,n,Brazil A,2013,Sao Paulo,Nautico,a,1.8973,d,3.3868,h,3.8041,n,1.8127,y,1.8682,0.2439,0.2718,0.4841
9334,d,n,Brazil A,2013,Sao Paulo,Botafogo RJ,h,2.1835,a,3.1291,d,3.2596,y,1.7942,n,1.885,0.4247,0.2845,0.2957
9335,h,n,Brazil A,2013,Flamengo RJ,Corinthians,h,1.7661,d,3.3283,a,4.6078,n,1.5833,y,2.21,0.5224,0.2763,0.1986
9336,d,n,Brazil A,2013,Internacional,Coritiba,h,2.5487,a,2.6348,d,3.1874,y,1.7033,n,1.9992,0.3603,0.2878,0.3514
9337,h,y,Brazil A,2013,Vasco,Cruzeiro,h,1.3852,d,4.3791,a,7.3974,y,1.7975,n,1.8975,0.6688,0.209,0.1223
9338,a,n,Brazil A,2013,Santos,Fluminense,h,1.8843,d,3.3222,a,3.9539,n,1.787,y,1.913,0.4855,0.2782,0.2346
9339,a,n,Brazil A,2013,Criciuma,Vitoria,h,1.8843,d,3.4039,a,3.8187,y,1.6742,n,2.0517,0.4919,0.2716,0.2405
9340,d,n,Brazil A,2013,Atletico-MG,Goias,h,2.3935,a,2.8374,d,3.1987,y,1.7317,n,1.97,0.3873,0.2882,0.3237
9341,h,n,Brazil A,2013,Ponte Preta,Gremio,h,1.4391,d,3.97,a,7.2835,n,1.7058,y,2.0183,0.6442,0.2305,0.1284
9342,a,y,Brazil A,2013,Atletico-PR,Nautico,a,2.5483,h,2.633,d,3.2139,y,1.7308,n,1.9758,0.3522,0.2867,0.3547
9343,h,y,Brazil A,2013,Bahia,Portuguesa,h,2.1714,d,3.1309,a,3.3091,n,1.6883,y,2.035,0.426,0.29600000000000004,0.2822
9344,h,y,Brazil A,2013,Portuguesa,Atletico-MG,h,1.5305,d,3.753,a,6.082999999999999,n,1.784,y,1.893,0.6036,0.245,0.1494
9345,h,n,Brazil A,2013,Botafogo RJ,Atletico-PR,h,2.1313,a,3.1752,d,3.3609,y,1.6133,n,2.1558,0.4342,0.275,0.2928
9346,h,n,Brazil A,2013,Nautico,Bahia,h,1.6274,d,3.5017,a,5.4013,n,1.6533,y,2.0758,0.5631,0.2618,0.1712
9347,h,y,Brazil A,2013,Coritiba,Criciuma,h,2.3183,a,2.9404,d,3.2126,y,1.7164,n,1.9855,0.4073,0.2866,0.3111
9348,d,y,Brazil A,2013,Goias,Internacional,h,1.5039,d,3.8439,a,6.4057,n,1.7225,y,1.97,0.6152,0.2402,0.1422
9349,h,y,Brazil A,2013,Fluminense,Sao Paulo,h,1.8483,d,3.3565,a,4.1343,n,1.745,y,1.9533,0.5028,0.2741,0.2201
9350,d,y,Brazil A,2013,Corinthians,Vasco,a,1.9061,d,3.3178,h,3.8426,n,1.7142,y,1.9967,0.2443,0.2786,0.4822
9351,a,n,Brazil A,2013,Gremio,Flamengo RJ,h,2.3957,a,2.9465,d,3.0591,n,1.7727,y,1.9236,0.384,0.3035,0.3166
9352,a,n,Brazil A,2013,Cruzeiro,Ponte Preta,a,1.9517,d,3.3352,h,3.6422,y,1.7173,n,1.99,0.2547,0.2755,0.4693
9353,h,n,Brazil A,2013,Vitoria,Santos,h,1.5543,d,3.7226,a,5.8513,n,1.7955,y,1.8909,0.595,0.2446,0.1593
9354,h,y,Brazil A,2013,Criciuma,Atletico-PR,h,1.5317,d,3.8378,a,5.8083,y,1.7291,n,1.9691,0.5973,0.2398,0.1557
9355,d,n,Brazil A,2013,Santos,Bahia,h,2.0474,d,3.2209,a,3.5174,n,1.7791,y,1.9036,0.4575,0.2862,0.2652
9356,h,n,Brazil A,2013,Coritiba,Corinthians,h,1.5139,d,3.7204,a,6.4561,n,1.6018,y,2.1718,0.6152,0.2467,0.142
9357,d,n,Brazil A,2013,Sao Paulo,Flamengo RJ,h,2.347,a,2.8852,d,3.2022,y,1.8345,n,1.8564,0.39299999999999996,0.2873,0.3184
9358,d,n,Brazil A,2013,Atletico-MG,Internacional,h,2.0139,d,3.3165,a,3.4622,y,1.7155,n,1.9864,0.4574,0.2783,0.2675
9359,a,n,Brazil A,2013,Goias,Ponte Preta,h,2.0796,a,3.307,d,3.3283,y,1.7545,n,1.9464,0.449,0.2783,0.27399999999999997
9360,a,y,Brazil A,2013,Botafogo RJ,Portuguesa,a,2.0191,d,3.3226,h,3.467,y,1.75,n,1.9427,0.2645,0.2787,0.4581
9361,a,y,Brazil A,2013,Gremio,Vasco,h,2.2852,a,2.9578,d,3.2474,y,1.7436,n,1.95,0.4034,0.2825,0.3095
9362,h,y,Brazil A,2013,Vitoria,Cruzeiro,h,1.3209,d,4.7143,a,8.78,n,1.7264,y,1.9564,0.6985,0.1961,0.1066
9363,a,n,Brazil A,2013,Fluminense,Nautico,a,2.2765,h,2.9857,d,3.2243,y,1.7136,n,1.9755,0.3157,0.28600000000000003,0.4069
9364,d,y,Brazil A,2013,Internacional,Botafogo RJ,h,2.0239,d,3.3322,a,3.4657,y,1.6422,n,2.1111,0.4573,0.2775,0.2648
9365,d,y,Brazil A,2013,Atletico-PR,Sao Paulo,h,1.8765,d,3.4922,a,3.827,y,1.7044,n,1.9989,0.4882,0.2664,0.2433
9366,h,n,Brazil A,2013,Bahia,Atletico-MG,h,1.5252,d,3.7296,a,6.1287,n,1.69,y,2.0233,0.6076,0.2456,0.1482
9367,d,y,Brazil A,2013,Portuguesa,Coritiba,h,1.7091,d,3.5277,a,4.6595,y,1.7913,n,1.8962,0.5416,0.259,0.1983
9368,h,n,Brazil A,2013,Nautico,Criciuma,h,1.8578,d,3.4048,a,3.9835,y,1.7762,n,1.9138,0.4943,0.2705,0.2346
9369,d,n,Brazil A,2013,Corinthians,Fluminense,h,2.55,a,2.6829,d,3.1181,n,1.7729,y,1.9471,0.3609,0.2918,0.3395
9370,d,y,Brazil A,2013,Flamengo RJ,Goias,h,2.4452,a,2.759,d,3.1748,n,1.83,y,1.8522,0.3755,0.2907,0.3338
9371,h,y,Brazil A,2013,Cruzeiro,Gremio,h,2.1962,a,3.1157,d,3.22,n,1.8222,y,1.8622,0.4228,0.2867,0.2957
9372,d,y,Brazil A,2013,Vasco,Santos,h,1.7396,d,3.4787,a,4.4617,y,1.7944,n,1.8989,0.5253,0.263,0.2065
9373,h,y,Brazil A,2013,Ponte Preta,Vitoria,h,2.2,a,3.097,d,3.2587,y,1.7167,n,1.9967,0.4187,0.2822,0.3004
9374,a,n,Brazil A,2013,Gremio,Bahia,h,2.3373,a,2.9936,d,3.0914,n,1.6833,y,2.0411,0.39399999999999996,0.2951,0.3117
9375,h,n,Brazil A,2013,Vitoria,Corinthians,h,1.3582,d,4.3177,a,8.4677,n,1.5722,y,2.2456,0.6775,0.2141,0.1135
9376,a,n,Brazil A,2013,Vasco,Coritiba,h,1.5845,d,3.7836,a,5.2309,y,1.7356,n,1.9689,0.5799,0.2439,0.1749
9377,d,n,Brazil A,2013,Santos,Cruzeiro,h,1.5136,d,3.9195,a,5.96,y,1.7111,n,2.0,0.6098,0.2349,0.154
9378,a,y,Brazil A,2013,Flamengo RJ,Fluminense,h,2.13,a,3.2427,d,3.2441,y,1.8422,n,1.8489,0.4328,0.2838,0.2833
9379,d,y,Brazil A,2013,Atletico-PR,Internacional,h,1.8577,d,3.3941,a,3.9805,y,1.7544,n,1.9467,0.4953,0.2724,0.2318
9380,h,y,Brazil A,2013,Criciuma,Ponte Preta,h,1.7718,d,3.4709,a,4.2745,y,1.79,n,1.92,0.5168,0.266,0.2171
9381,h,y,Brazil A,2013,Sao Paulo,Portuguesa,a,2.2191,h,3.0664,d,3.245,y,1.8244,n,1.8733,0.3001,0.2835,0.4153
9382,d,y,Brazil A,2013,Goias,Botafogo RJ,h,1.6724,d,3.6681,a,4.6967,y,1.7633,n,1.9378,0.5535,0.2519,0.1978
9383,d,n,Brazil A,2013,Atletico-MG,Nautico,a,2.0536,d,3.3086,h,3.3836,y,1.7078,n,2.0089,0.2705,0.2787,0.4508
9384,a,n,Brazil A,2013,Coritiba,Gremio,h,1.7157,d,3.4391,a,4.7965,n,1.7011,y,2.0144,0.5342,0.2673,0.1913
9385,d,y,Brazil A,2013,Ponte Preta,Vasco,h,1.9445,d,3.3573,a,3.6859,y,1.7025,n,2.0163,0.4761,0.2767,0.2503
9386,d,y,Brazil A,2013,Botafogo RJ,Atletico-MG,h,2.0038,d,3.3352,a,3.489,y,1.6611,n,2.0733,0.4592,0.2783,0.2625
9387,h,n,Brazil A,2013,Bahia,Atletico-PR,h,1.6113,d,3.63,a,5.2917,y,1.8189,n,1.8744,0.5711,0.2538,0.1742
9388,a,y,Brazil A,2013,Cruzeiro,Criciuma,a,2.0665,d,3.303,h,3.3578,y,1.6,n,2.1811,0.2741,0.2778,0.4455
9389,d,y,Brazil A,2013,Portuguesa,Flamengo RJ,h,1.6674,d,3.5496,a,4.9087,n,1.85,y,1.8533,0.5551,0.2617,0.1834
9390,h,y,Brazil A,2013,Nautico,Goias,h,1.6909999999999998,d,3.5424,a,4.7262,n,1.84,y,1.8622,0.5452,0.261,0.1972
9391,d,y,Brazil A,2013,Corinthians,Santos,a,2.275,h,3.057,d,3.133,n,1.7575,y,1.9363,0.3006,0.2925,0.4034
9392,d,y,Brazil A,2013,Fluminense,Vitoria,a,2.2441,h,2.9814,d,3.2745,y,1.69,n,2.0337,0.3071,0.2819,0.4094
9393,h,n,Brazil A,2013,Goias,Atletico-PR,h,1.6309,d,3.7009,a,4.9135,y,1.7890000000000001,n,1.9040000000000001,0.5674,0.2476,0.187
9394,a,n,Brazil A,2013,Corinthians,Criciuma,a,2.2048,h,3.1613,d,3.1887,n,1.837,y,1.8630000000000002,0.293,0.2895,0.4191
9395,h,n,Brazil A,2013,Atletico-MG,Flamengo RJ,h,2.2357,a,3.0909,d,3.1883,y,1.79,n,1.9080000000000001,0.4117,0.2879,0.2986
9396,d,y,Brazil A,2013,Internacional,Gremio,h,2.45,a,2.79,d,3.1409,n,1.8359999999999999,y,1.865,0.3772,0.2942,0.3338
9397,d,y,Brazil A,2013,Fluminense,Ponte Preta,a,2.4061,h,2.8152,d,3.1561,y,1.739,n,1.9709999999999999,0.3273,0.2903,0.3818
9398,a,y,Brazil A,2013,Botafogo RJ,Vasco,a,2.0013,d,3.2996,h,3.5309,y,1.692,n,2.041,0.2613,0.2799,0.4592
9399,h,y,Brazil A,2013,Portuguesa,Vitoria,h,1.7722,d,3.5161,a,4.2522,y,1.8119999999999998,n,1.88,0.523,0.2623,0.2144
9400,h,n,Brazil A,2013,Coritiba,Cruzeiro,h,1.5161,d,3.8857,a,5.882999999999999,y,1.72,n,1.9909999999999999,0.6077,0.2372,0.1538
9401,h,n,Brazil A,2013,Vitoria,Botafogo RJ,h,1.4096,d,4.2948,a,6.9396,y,1.835,n,1.874,0.6567,0.2109,0.1324
9402,d,y,Brazil A,2013,Vasco,Goias,h,2.0041,d,3.3664,a,3.4664,y,1.6967,n,2.0256,0.4614,0.27399999999999997,0.2686
9403,a,y,Brazil A,2013,Atletico-PR,Atletico-MG,h,1.577,d,3.7839,a,5.3152,y,1.6769999999999998,n,2.059,0.5817,0.2431,0.1711
9404,h,n,Brazil A,2013,Flamengo RJ,Bahia,a,2.5855,h,2.6186,d,3.1441,y,1.8255,n,1.8636,0.3467,0.2931,0.3574
9405,h,n,Brazil A,2013,Gremio,Corinthians,h,1.8219,d,3.3533,a,4.2386,n,1.722,y,2.008,0.5082,0.2726,0.2219
9406,h,y,Brazil A,2013,Ponte Preta,Coritiba,h,1.673,d,3.5343,a,4.843,n,1.831,y,1.8559999999999999,0.5446,0.2595,0.18899999999999997
9407,h,n,Brazil A,2013,Cruzeiro,Fluminense,h,2.2012,a,3.0271,d,3.2946,y,1.6173,n,2.1518,0.4188,0.2787,0.3038
9408,d,y,Brazil A,2013,Criciuma,Portuguesa,h,1.9586,d,3.34,a,3.6559,y,1.7369999999999999,n,1.9709999999999999,0.4687,0.2755,0.2475
9409,h,y,Brazil A,2013,Goias,Bahia,h,2.0322,d,3.2248,a,3.5465,n,1.7555,y,1.9455,0.4513,0.2871,0.2582
9410,d,n,Brazil A,2013,Sao Paulo,Corinthians,h,1.8591,d,3.307,a,4.0978,n,1.7918,y,1.9173,0.5003,0.2791,0.2235
9411,d,y,Brazil A,2013,Vitoria,Coritiba,h,1.6139,d,3.6239,a,5.2652,y,1.8145,n,1.8791,0.5679,0.2561,0.1748
9412,h,y,Brazil A,2013,Atletico-MG,Cruzeiro,h,1.7226,d,3.5391,a,4.4865,y,1.75,n,1.96,0.5342,0.2598,0.2055
9413,d,y,Brazil A,2013,Botafogo RJ,Flamengo RJ,a,2.5652,h,2.6704,d,3.1178,y,1.8036,n,1.8964,0.3462,0.2951,0.3646
9414,h,n,Brazil A,2013,Fluminense,Gremio,h,1.9474,d,3.2309,a,3.8169999999999997,n,1.8273,y,1.8736,0.4767,0.2842,0.242
9415,h,n,Brazil A,2013,Internacional,Nautico,a,2.1348,d,3.2187,h,3.2787,y,1.7691,n,1.9236,0.2801,0.28600000000000003,0.4323
9416,h,n,Brazil A,2013,Santos,Ponte Preta,h,2.3664,a,2.8605,d,3.1836,y,1.7445,n,1.9645,0.3892,0.2888,0.3205
9417,a,y,Brazil A,2013,Atletico-PR,Portuguesa,a,2.577,h,2.58,d,3.2065,y,1.7255,n,1.9864,0.3527,0.2867,0.3586
9418,h,y,Brazil A,2013,Criciuma,Vasco,h,1.6609,d,3.6291,a,4.8283,y,1.7673,n,1.9336,0.5498,0.2537,0.191
9419,a,n,Brazil A,2013,Internacional,Sao Paulo,h,2.0314,a,3.3438,d,3.3557,y,1.7017,n,2.0192,0.4509,0.2704,0.2741
9420,d,y,Brazil A,2013,Corinthians,Atletico-PR,h,2.5317,a,2.6783,d,3.1296,y,1.8167,n,1.875,0.3642,0.2939,0.3431
9421,a,y,Brazil A,2013,Vasco,Fluminense,h,1.5829,d,3.6338,a,5.5679,n,1.8383,y,1.8558,0.5803,0.2543,0.1689
9422,h,y,Brazil A,2013,Portuguesa,Goias,h,1.9309,d,3.3022,a,3.7778,n,1.8358,y,1.8525,0.4786,0.2788,0.2453
9423,h,n,Brazil A,2013,Flamengo RJ,Internacional,h,1.7817,d,3.425,a,4.3158,y,1.7775,n,1.9242,0.5218,0.2685,0.2085
9424,d,y,Brazil A,2013,Coritiba,Santos,h,2.0988,d,3.2354,a,3.3242,y,1.7327,n,1.9764,0.4373,0.2833,0.278
9425,d,n,Brazil A,2013,Bahia,Vitoria,h,2.1271,d,3.1921,a,3.3117,y,1.7533,n,1.9483,0.4305,0.2876,0.2818
9426,h,n,Brazil A,2013,Nautico,Botafogo RJ,h,1.305,d,4.8492,a,8.8246,n,1.6508,y,2.09,0.7064,0.1891,0.1046
9427,h,y,Brazil A,2013,Gremio,Criciuma,a,2.0783,d,3.2788,h,3.3354,y,1.745,n,1.9708,0.2752,0.2801,0.444
9428,a,n,Brazil A,2013,Cruzeiro,Sao Paulo,h,2.0737,d,3.2762,a,3.3362,y,1.675,n,2.0533,0.4438,0.2797,0.2769
9429,a,n,Brazil A,2013,Atletico-MG,Corinthians,h,1.5217,d,3.7596,a,6.1287,n,1.6908,y,2.04,0.604,0.2443,0.1505
9430,h,n,Brazil A,2013,Atletico-PR,Coritiba,h,2.055,a,3.3371,d,3.345,y,1.6177,n,2.1423,0.4488,0.275,0.2779
9431,d,n,Brazil A,2013,Goias,Criciuma,h,2.055,d,3.3208,a,3.3417,y,1.6846,n,2.0369,0.4486,0.2774,0.27399999999999997
9432,h,n,Brazil A,2013,Nautico,Cruzeiro,h,1.2838,d,5.08,a,8.9871,n,1.7346,y,1.9754,0.7195,0.1772,0.1026
9433,h,y,Brazil A,2013,Botafogo RJ,Gremio,h,1.7808,d,3.4188,a,4.3342,y,1.82,n,1.8692,0.5187,0.268,0.2114
9434,d,n,Brazil A,2013,Bahia,Ponte Preta,h,1.8342,d,3.3933,a,4.1133,y,1.8154,n,1.8823,0.5044,0.2712,0.225
9435,a,n,Brazil A,2013,Flamengo RJ,Vasco,a,1.895,d,3.3483,h,3.8267,y,1.83,n,1.8662,0.2384,0.2751,0.4852
9436,h,y,Brazil A,2013,Sao Paulo,Vitoria,h,2.3654,a,2.8212,d,3.2396,y,1.7085,n,2.0177,0.3908,0.2844,0.3263
9437,a,y,Brazil A,2013,Internacional,Fluminense,h,2.0565,d,3.2957,a,3.3417,y,1.7608,n,1.9408,0.4437,0.2794,0.27399999999999997
9438,h,y,Brazil A,2013,Portuguesa,Santos,h,1.9283,d,3.2683,a,3.7717,n,1.7608,y,1.9542,0.4727,0.2808,0.2409
9439,a,y,Brazil A,2013,Bahia,Sao Paulo,h,1.3683,d,4.3243,a,7.9043,n,1.6742,y,2.0658,0.6711,0.2114,0.1149
9440,h,y,Brazil A,2013,Criciuma,Atletico-MG,h,1.7574,d,3.5196,a,4.2574,y,1.6915,n,2.0362,0.5224,0.2621,0.2171
9441,a,n,Brazil A,2013,Corinthians,Bahia,a,2.2913,h,3.0165,d,3.123,n,1.7277,y,1.9862,0.3051,0.2952,0.3997
